geneid	transid	genename	gene_type	chr	start	end	anno	direction
ENSG00000073169.13		SELENOO	protein_coding	chr22	50200979	50217616	gene	+
ENSG00000272836.1		RP3-402G11.27	antisense	chr22	50205585	50206062	gene	-
ENSG00000273137.1		RP3-402G11.28	antisense	chr22	50208461	50209542	gene	-
ENSG00000128159.11		TUBGCP6	protein_coding	chr22	50217689	50244992	gene	-
ENSG00000100429.17		HDAC10	protein_coding	chr22	50245183	50251405	gene	-
ENSG00000188130.13		MAPK12	protein_coding	chr22	50245450	50261825	gene	-
ENSG00000185386.14		MAPK11	protein_coding	chr22	50263713	50270767	gene	-
ENSG00000196576.14		PLXNB2	protein_coding	chr22	50274979	50307627	gene	-
ENSG00000205593.11		DENND6B	protein_coding	chr22	50309030	50327060	gene	-
ENSG00000227484.1		XX-C283C717.1	antisense	chr22	50314631	50316008	gene	+
ENSG00000279182.1		XX-C00717C00720L.1	antisense	chr22	50316035	50317025	gene	+
ENSG00000100239.15		PPP6R2	protein_coding	chr22	50343304	50445090	gene	+
ENSG00000100241.20		SBF1	protein_coding	chr22	50445000	50475024	gene	-
ENSG00000128165.8		ADM2	protein_coding	chr22	50481556	50486440	gene	+
ENSG00000100253.12		MIOX	protein_coding	chr22	50486784	50490648	gene	+
ENSG00000100258.17		LMF2	protein_coding	chr22	50502949	50507691	gene	-
ENSG00000025770.18		NCAPH2	protein_coding	chr22	50508216	50523472	gene	+
ENSG00000130489.14		SCO2	protein_coding	chr22	50523568	50525606	gene	-
ENSG00000284194.1		SCO2	protein_coding	chr22	50523568	50526439	gene	-
ENSG00000272821.1		CTA-384D8.36	antisense	chr22	50523926	50524780	gene	+
ENSG00000025708.13		TYMP	protein_coding	chr22	50525752	50530056	gene	-
ENSG00000177989.13		ODF3B	protein_coding	chr22	50529710	50532580	gene	-
ENSG00000272666.1		CTA-384D8.35	lincRNA	chr22	50542305	50542906	gene	-
ENSG00000273272.1		CTA-384D8.34	lincRNA	chr22	50542650	50543011	gene	+
ENSG00000226738.1		CTA-384D8.31	antisense	chr22	50546415	50547652	gene	+
ENSG00000130487.5		KLHDC7B	protein_coding	chr22	50548033	50551023	gene	+
ENSG00000217442.3		SYCE3	protein_coding	chr22	50551112	50562905	gene	-
ENSG00000205560.12		CPT1B	protein_coding	chr22	50568861	50578465	gene	-
ENSG00000254413.8		CHKB-CPT1B	protein_coding	chr22	50568869	50582965	gene	-
ENSG00000100288.19		CHKB	protein_coding	chr22	50578949	50601455	gene	-
ENSG00000205559.3		CHKB-AS1	antisense	chr22	50583026	50583877	gene	+
ENSG00000272940.1		CTA-384D8.33	lincRNA	chr22	50597152	50597599	gene	+
ENSG00000008735.13		MAPK8IP2	protein_coding	chr22	50600685	50613981	gene	+
ENSG00000100299.17		ARSA	protein_coding	chr22	50622754	50628173	gene	-
ENSG00000212569.1		Y_RNA	misc_RNA	chr22	50669804	50669901	gene	+
ENSG00000251322.7		SHANK3	protein_coding	chr22	50674415	50733298	gene	+
ENSG00000206841.1		RNU6-409P	snRNA	chr22	50691260	50691363	gene	-
ENSG00000225929.1		AC000036.4	antisense	chr22	50735825	50738139	gene	-
ENSG00000100312.10		ACR	protein_coding	chr22	50738196	50745334	gene	+
ENSG00000254499.1		AC002056.5	antisense	chr22	50740593	50743520	gene	-
ENSG00000213683.4		AC002056.3	processed_pseudogene	chr22	50754675	50755434	gene	-
ENSG00000184319.15		RPL23AP82	transcribed_unprocessed_pseudogene	chr22	50756948	50801309	gene	+
ENSG00000079974.17		RABL2B	protein_coding	chr22	50767501	50783663	gene	-
